Colville National Forest,EAST SULLIVAN,NOISY CREEK,WEST SULLIVAN,PANHANDLE,PIONEER PARK,EDGEWATER CAMPGROUND,SWAN LAKE KITCHEN,SNOW PEAK CABIN,GILLETTE CAMPGROUND,LAKE GILLETTE CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conemaugh River Lake,CONEMAUGH LAKE PAVILIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congaree National Park,CONGAREE NATIONAL PARK CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copan Lake,POST OAK PARK,WASHINGTON COVE,COPAN POINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coralville Lake,TAILWATER EAST CAMPGROUND,SANDY BEACH CAMP,SUGAR BOTTOM CAMPGROUND,West Overlook Campground,Tailwater West Day Use Area,East Overlook Day Use Area,Sugar Bottom Day Use Area,Turkey Creek Day Use Area,TAILWATER WEST CAMPGROUND,LINDER POINT CAMPGROUND,COTTONWOOD CAMPGROUND (IA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordell Hull Lake,DEFEATED CREEK PARK,DONALDSON PARK,ROARING RIVER PARK,SALT LICK CREEK,TAILWATER REC AREA,WARTRACE CK REC AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coronado National Forest,ROSE CANYON,SHOWERS POINT GROUP SITE,KENTUCKY CAMP CABIN AND HEADQUARTERS BUILDING,HALF MOON RANCH,SHAW HOUSE,SABINO CANYON RECREATION AREA CACTUS RAMADA 2,SABINO CANYON RECREATION AREA CACTUS RAMADA 1,CALABASAS,PEPPERSAUCE,MOLINO,REEF TOWNSITE GROUP AREA,ROCK BLUFF GROUP SITE,CAMP RUCKER GROUP SITE,TREASURE PARK - EAST,TREASURE PARK - NORTH,UPPER HOSPITAL FLAT GROUP SITE,STOCKTON PASS,UPPER ARCADIA,KENT SPRINGS CABIN,WHITETAIL CAMPGROUND,LOWER TWILIGHT GROUP SITE,UPPER TWILIGHT GROUP SITE,PORTAL BUNKHOUSE,PORTAL CCC HOUSE,PALISADES RANGER RESIDENCE CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottage Grove Lake,PINE MEADOWS CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottonwood Springs Lake,Cottonwood Springs Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Grove Lake,CANNING CREEK,RICHEY COVE,SANTA FE TRAIL,KANZA VIEW PICNIC SHELTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowanesque Lake,TOMPKINS,LAWRENCE RECREATION AREA,SOUTH SHORE RECREATION AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craters Of The Moon National Monument & Preserve,Craters of the Moon Group Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Creek Lake,Hancock Bend Boat Launch and Recreation Area,Damsite and Spillway Recreation Area,Crooked Creek Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland Island National Seashore,Cumberland Island National Seashore Camping Permits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curecanti National Recreation Area,ELK CREEK CAMPGROUND,LAKE FORK CAMPGROUND,STEVENS CREEK CAMPGROUND,RED CREEK GROUP SITE,EAST ELK CREEK GROUP CAMPSITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer Gallatin National Forest,RAINBOW POINT CAMPGROUND,BEAVER CREEK CAMPGROUND,LONESOMEHURST CAMPGROUND,CABIN CREEK CAMPGROUND,RED CLIFF CAMPGROUND,MOOSE CREEK GROUP SITE,MOOSE CREEK FLAT CAMPGROUND,SWAN CREEK CAMPGROUND,CHISHOLM CAMPGROUND,GREEK CREEK CAMPGROUND,HOOD CREEK CAMPGROUND,LANGOHR CAMPGROUND,SPIRE ROCK CAMPGROUND,PINE CREEK CAMPGROUND,SNOWBANK CAMPGROUND,IBEX CABIN,BIG CREEK CABIN,PORCUPINE CABIN,MILL CREEK CABIN,TRAIL CREEK CABIN,YELLOW MULE CABIN,WINDY PASS CABIN,WINDOW ROCK CABIN,SPANISH CREEK CABIN,MYSTIC LAKE CABIN,LITTLE BEAR CABIN,GARNET MOUNTAIN FIRE LOOKOUT,FOX CREEK CABIN (MT),BATTLE RIDGE CABIN,BASIN STATION CABIN,WAPITI CABIN,BEAVER CREEK CABIN (MT),CABIN CREEK CABIN,WEST BOULDER CABIN,WEST BRIDGER CABIN,FOURMILE CABIN,DEER CREEK CABIN (MT),LOWER HYALITE GROUP,MAXEY CABIN,CRANDALL CREEK CABIN,HYALITE PAVILION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer National Forest,BASIN MONTANA CAMPGROUND,GREENOUGH LAKE,LIMBER PINE,PARKSIDE,RATTIN CAMPGROUND,SHERIDAN,WOODBINE CAMPGROUND,CASCADE,MEYERS CREEK CABIN,DIAMOND BUTTE LOOKOUT,WHITETAIL CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyahoga Valley National Park,CUYAHOGA VALLEY NATIONAL PARK PICNIC SHELTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Hollow Lake,DALE HOLLOW DAMSITE,LILLYDALE CAMPGROUND AND DAY USE,OBEY RIVER PARK,PLEASANT GROVE RECREATION AREA,WILLOW GROVE CAMPGROUND,DALE HOLLOW LAKE - PRIMITIVE CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Boone National Forest,CRAIGS CREEK GROUP AREA,GROVE,HOLLY BAY,ZILPO - DANIEL BOONE NAT. FOR.,TWIN KNOBS CAMPGROUND,BOAT GUNNEL GROUP CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dardanelle Lake,Spadra,OLD POST ROAD,PINEY BAY,SHOAL BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Valley National Park,FURNACE CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer Creek Lake,DEER CREEK LAKE DAY USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Degray Lake,Point Cedar,ALPINE RIDGE,ARLIE MOORE,CADDO DRIVE,EDGEWOOD,IRON MOUNTAIN,SHOUSE FORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Lake,DELAWARE LAKE DAMSITE SHELTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Water Gap National Recreation Area,Alosa Campsites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dequeen Lake,BELLAH MINE,OAK GROVE,PINE RIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deschutes National Forest,NEWBERRY GROUP CAMP SITE,WHITEFISH HORSE CAMP,Simax Group Camp,BLUE BAY,LINK CREEK,Scout Lake,South Shore,OGDEN GROUP,WINDY GROUP CAMP,Cinder Hill Campground,Gull Point Campground,Chief Paulina Horse Camp,Paulina Lake Campground,SMILING RIVER CAMPGROUND,CAMP SHERMAN CAMPGROUND,Little Lava Lake,BIG RIVER,SPRING,SHEEP SPRINGS HORSE CAMP,LITTLE FAWN GROUP CAMP,QUINN MEADOW HORSE CAMP,Crane Prairie Campground,PERRY SOUTH CAMPGROUND,CONTORTA POINT GROUP CAMP,GREEN RIDGE LOOKOUT,FALL RIVER GUARD STATION,SHEEP BRIDGE,Crescent Lake Campground,Cultus Lake Boat In - Big Cove Campground,Cultus Lake Boat In - West Campground,Cultus Lake Boat In - Little Cove Campground,QUINN RIVER CAMPGROUND,WEST SOUTH TWIN CAMPGROUND,EAST LAKE CAMPGROUND,LAVA LAKE CAMPGROUND,ROCK CREEK CAMPGROUND,SOUTH CAMPGROUND,Whispering Pines Horse Camp,GRAHAM CORRAL HORSE CAMPGROUND,LITTLE CRATER CAMPGROUND,SOUTH TWIN LAKE CAMPGROUND,Pioneer Ford Campground,Contorta Flat Campground,ALLEN SPRINGS CAMPGROUND,CULTUS LAKE CAMPGROUND,MALLARD MARSH CAMPGROUND,LITTLE CULTUS CAMPGROUND,CRESCENT LAKE GUARD STATION,WYETH CAMPGROUND - DESCHUTES,EAST DAVIS CAMPGROUND,LOWER BRIDGE CAMPGROUND,BULL BEND CAMPGROUND,NORTH TWIN LAKE CAMPGROUND,JACK CREEK CAMPGROUND,SUNSET COVE CAMPGROUND,DRIFTWOOD CAMPGROUND - DESCHUTES,CULTUS CORRAL HORSE CAMP,FALL RIVER CAMPGROUND,THREE CREEKS MEADOW CAMPGROUND,ALLINGHAM CAMPGROUND,MONTY CAMPGROUND,RESERVOIR CAMPGROUND,PINE REST CAMPGROUND,PRINCESS CREEK CAMPGROUND,CANDLE CREEK CAMPGROUND,LOWER CANYON CREEK CAMPGROUND,INDIAN FORD CAMPGROUND,GORGE CAMPGROUND,RIVERSIDE CAMPGROUND,COW MEADOW CAMPGROUND,THREE CREEKS MEADOW HORSE CAMP,ELK LAKE CAMPGROUND,THREE CREEKS LAKE CAMPGROUND,CRESCENT CREEK CAMPGROUND,NORTH DAVIS CREEK CAMPGROUND,POINT CAMPGROUND - DESCHUTES,PRAIRIE CAMPGROUND,MCKAY CROSSING CAMPGROUND,PRINGLE FALLS CAMPGROUND,SODA CREEK CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desolation Canyon,DESOLATION GRAY CANYONS SCREEN CABINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewey Lake,DEWEY LAKE SHELTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dierks Lake,Blue Ridge Park,Horseshoe Bend (Dierks Lake),Overlook (Dierks Lake),JEFFERSON RIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillion,Henneberry House,Trapper Springs (MT),Red Mountain (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Lake,Dillon Lake Group Picnic Shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinosaur National Monument,SPLIT MOUNTAIN GROUP CAMPGROUND,GREEN RIVER CAMPGROUND,Echo Park Campground Group Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dixie National Forest,KINGS CREEK,PINE LAKE CAMPGROUND,POSEY LAKE CAMPGROUND,CEDAR CANYON,DEER HAVEN,DUCK CREEK,PANGUITCH LAKE,TE-AH,WHITE BRIDGE,PINE VALLEY RECREATION AREA ,BARKER RECREATION AREA,COWPUNCHER GUARD STATION,PODUNK GUARD STATION,JONES CORRAL GUARD STATION,PINE VALLEY GUARD STATION,SPRUCES CAMPGROUND (DIXIE NF),NAVAJO LAKE CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorena Lake,SCHWARZ PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dworshak Reservoir,DENT ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Lynn Lake,EAST FORK (WV),EAST LYNN LAKE SHELTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastman Lake,Codorniz Recreation Area Campground,Chowchilla Recreation Area Day Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eau Galle Lake,HIGHLAND RIDGE,MAIN DAY USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward MacDowell Lake,Edward MacDowell Lake Day Use Facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldorado National Forest,Northshore Campground - Loon Lake (CA),MIDDLE MEADOWS,WRIGHTS LAKE,BLACK OAK,GERLE CREEK,ICE HOUSE,LOON LAKE,SUNSET-UNION VALLEY,STUMPY MEADOWS,WENCH CREEK,YELLOWJACKET,PIPI CAMPGROUND,SILVER LAKE EAST- ELDORADO,RED FIR,LOON LAKE CHALET,ROBBS HUT,WOLF CREEK CALIFORNIA,VAN VLECK BUNKHOUSE,PONDEROSA COVE CAMPGROUND,BIG SILVER GROUP,SOUTH FORK GROUP (CA),CAPPS CROSSING,HARVEY WEST CABIN,SOUTH SHORE CAMPGROUND,SILVER CREEK GROUP CAMPGROUND,FASHODA,BEAR RIVER GROUP CAMPGROUND,SLY GUARD CABIN,WRIGHTS LAKE EQUESTRIAN CAMPGROUND,BRIDAL VEIL GROUP AREA AND PICNIC GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elk City Lake,Card Creek,Outlet Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enid Lake,Ford's Well,CHICKASAW HILL,PERSIMMON HILL(ENID LAKE),WALLACE CREEK,WATER VALLEY LANDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eufaula Lake,BELLE STARR,BROOKEN COVE,LADYBIRD LANDING,GENTRY CREEK,HIGHWAY 9 LANDING,PORUM LANDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River Lake,WHITEHALL BAY,DAMSITE - FALL RIVER LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finger Lakes National Forest,POTOMAC GROUP CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishermen's Bend Recreation Area,FISHERMENS BEND,OLD MINERS MEADOW GROUP USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishlake National Forest,TUSHAR LAKESIDE CAMPGROUND,SINGLETREE,BOWERY CREEK,DOCTOR CREEK,FRYING PAN,MACKINAW,TWIN CREEKS PICNIC,ROSEBUD ATV,LOWER BOWNS,TASHA EQUESTRIAN,KENTS LAKE CAMPGROUND,GOOSEBERRY ADMIN SITE CABINS,OAK CREEK,ELKHORN CAMPGROUND,ADELAIDE CAMPGROUND,MAPLE GROVE ,SUNGLOW CAMPGROUND,PONDEROSA PICNIC AREA,AQUARIUS RANGER STATION,MAHOGANY COVE CAMPGROUND,ANDERSON MEADOW CAMPGROUND,LeBaron Campground,LITTLE COTTONWOOD CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishtrap Lake,FISHTRAP LAKE SHELTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flathead National Forest,SILVERTIP CABIN,OLD CONDON RANGER STATION,SWAN GUARD STATION,FORD CABIN,ZIPS PLACE CABIN,NINKO CABIN,CHALLENGE CABIN,HORNET LOOKOUT,BEN ROVER CABIN,SCHNAUS CABIN,STAR MEADOWS GUARD STATION,MISSION LOOKOUT,OWL CREEK CABIN,TALLY LAKE CAMPGROUND,LID CREEK CAMPGROUND,SWAN LAKE CAMPGROUND,EMERY BAY CAMPGROUND,BIG CREEK CAMPGROUND,HOLLAND LAKE CAMPGROUND,WURTZ CABIN,DORIS CREEK CAMPGROUND,LOST JOHNNY POINT CAMPGROUND,DEVIL CREEK CAMPGROUND,MURRAY BAY CAMPGROUND (MT),RIVERSIDE CAMPGROUND (MT),OWL CREEK CORRAL,ANNA CREEK CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Dupont Park,Fort Dupont Park Picnic Areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Gibson Lake,Wildwood (OK),BLUE BILL POINT,DAM SITE (FORT GIBSON LAKE),FLAT ROCK CREEK,ROCKY POINT (FT GIBSON),TAYLOR FERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
